amod(accounts-2, descriptive-1)
cc(axons-19, and-20)
nn(CITATION-22, dendrites-21)
conj(axons-19, CITATION-22)
punct(know-26, ,-23)
nsubj(know-26, we-24)
advmod(know-26, nevertheless-25)
root(ROOT-0, know-26)
advmod(little-28, very-27)
dobj(know-26, little-28)
prep(little-28, about-29)
advmod(neuronal-31, how-30)
dep(interact-39, neuronal-31)
amod(gating-35, morphology-32)
cc(morphology-32, and-33)
conj(morphology-32, stochastic-34)
nsubj(interact-39, gating-35)
prep(gating-35, of-36)
nn(channels-38, ion-37)
pobj(of-36, channels-38)
pcomp(about-29, interact-39)
aux(determine-41, to-40)
xcomp(interact-39, determine-41)
advmod(respond-44, how-42)
nsubj(respond-44, neurons-43)
ccomp(determine-41, respond-44)
prep(respond-44, to-45)
amod(input-47, synaptic-46)
pobj(to-45, input-47)
punct(know-26, .-48)

root(ROOT-0, Investigation-1)
prep(Investigation-1, of-2)
pcomp(of-2, stochastic-3)
dobj(stochastic-3, ion-4)
nsubjpass(limited-12, channel-5)
partmod(channel-5, gating-6)
partmod(gating-6, using-7)
amod(simulations-9, numerical-8)
dobj(using-7, simulations-9)
aux(limited-12, has-10)
auxpass(limited-12, been-11)
rcmod(ion-4, limited-12)
prep(limited-12, by-13)
pobj(by-13, trades-offs-14)
prep(trades-offs-14, between-15)
nn(accuracy-17, simulation-16)
pobj(between-15, accuracy-17)
cc(accuracy-17, and-18)
nn(CITATION-21, computation-19)
nn(CITATION-21, time-20)
conj(accuracy-17, CITATION-21)
punct(Investigation-1, .-22)

root(ROOT-0, However-1)
punct(However-1, ,-2)
mark(have-6, as-3)
nn(channels-5, ion-4)
nsubj(have-6, channels-5)
ccomp(,-2, have-6)
amod(states-9, multiple-7)
amod(states-9, functional-8)
dobj(have-6, states-9)
prep(have-6, with-10)
pobj(with-10, transitions-11)
nsubj(depend-14, that-12)
advmod(depend-14, often-13)
rcmod(transitions-11, depend-14)
prep(depend-14, on-15)
det(CITATION-19, the-16)
nn(CITATION-19, membrane-17)
nn(CITATION-19, voltage-18)
pobj(on-15, CITATION-19)
punct(CITATION-19, ,-20)
conj(CITATION-19, CITATION-21)
punct(CITATION-19, ,-22)
conj(CITATION-19, CITATION-23)
punct(CITATION-19, ,-24)
conj(CITATION-19, CITATION-25)
punct(CITATION-19, ,-26)
nsubj(account-31, this-27)
aux(account-31, may-28)
neg(account-31, not-29)
advmod(account-31, accurately-30)
ccomp(depend-14, account-31)
prep(account-31, for-32)
det(noise-34, the-33)
pobj(for-32, noise-34)
partmod(noise-34, introduced-35)
prep(introduced-35, by-36)
nn(currents-39, ion-37)
nn(currents-39, channel-38)
pobj(by-36, currents-39)
punct(have-6, .-40)

advmod(are-12, However-1)
punct(are-12, ,-2)
prep(are-12, for-3)
pobj(for-3, neurons-4)
prep(neurons-4, with-5)
amod(axonal-7, complex-6)
amod(architectures-10, axonal-7)
cc(axonal-7, or-8)
conj(axonal-7, dendritic-9)
pobj(with-5, architectures-10)
expl(are-12, there-11)
root(ROOT-0, are-12)
num(obstacles-15, two-13)
amod(obstacles-15, substantial-14)
nsubj(are-12, obstacles-15)
prep(obstacles-15, to-16)
det(approach-18, this-17)
pobj(to-16, approach-18)
punct(are-12, .-19)

advmod(express-6, First-1)
punct(express-6, ,-2)
amod(neurons-5, typical-3)
amod(neurons-5, central-4)
nsubj(express-6, neurons-5)
nsubjpass(repeated-16, express-6)
amod(numbers-8, large-7)
dobj(express-6, numbers-8)
prep(numbers-8, of-9)
nn(channels-11, ion-10)
pobj(of-9, channels-11)
cc(express-6, and-12)
conj(express-6, simulations-13)
aux(repeated-16, must-14)
auxpass(repeated-16, be-15)
root(ROOT-0, repeated-16)
amod(times-18, many-17)
tmod(repeated-16, times-18)
aux(obtain-20, to-19)
xcomp(repeated-16, obtain-20)
advmod(CITATION-24, statistically-21)
amod(CITATION-24, valid-22)
nn(CITATION-24, descriptions-23)
dobj(obtain-20, CITATION-24)
punct(repeated-16, .-25)

nsubj(task-6, This-1)
cop(task-6, is-2)
det(task-6, a-3)
amod(task-6, formidable-4)
amod(task-6, computational-5)
root(ROOT-0, task-6)
cc(task-6, and-7)
advmod(straightforward-10, even-8)
advmod(straightforward-10, relatively-9)
amod(simulations-11, straightforward-10)
conj(task-6, simulations-11)
prep(simulations-11, of-12)
det(consequences-14, the-13)
pobj(of-12, consequences-14)
prep(consequences-14, of-15)
amod(channel-17, stochastic-16)
pobj(of-15, channel-17)
nsubj(require-20, gating-18)
aux(require-20, can-19)
rcmod(channel-17, require-20)
amod(time-23, substantial-21)
nn(time-23, computing-22)
dobj(require-20, time-23)
punct(task-6, .-24)

advmod(occupies-7, Second-1)
punct(occupies-7, ,-2)
det(channel-6, each-3)
amod(channel-6, neuronal-4)
nn(channel-6, ion-5)
nsubj(occupies-7, channel-6)
root(ROOT-0, occupies-7)
det(location-10, a-8)
amod(location-10, specific-9)
dobj(occupies-7, location-10)
prep(location-10, on-11)
det(membrane-14, the-12)
amod(membrane-14, extra-cellular-13)
pobj(on-11, membrane-14)
punct(occupies-7, ,-15)
mark(represent-20, whereas-16)
amod(models-19, most-17)
amod(models-19, neuronal-18)
nsubj(represent-20, models-19)
ccomp(occupies-7, represent-20)
det(distribution-22, the-21)
dobj(represent-20, distribution-22)
prep(distribution-22, of-23)
nn(channels-25, ion-24)
pobj(of-23, channels-25)
prep(represent-20, as-26)
det(density-28, the-27)
pobj(as-26, density-28)
prep(density-28, of-29)
det(conductance-32, a-30)
amod(conductance-32, deterministic-31)
pobj(of-29, conductance-32)
prep(conductance-32, across-33)
det(area-35, an-34)
pobj(across-33, area-35)
prep(area-35, of-36)
pobj(of-36, membrane-37)
punct(occupies-7, .-38)

mark(successful-6, Although-1)
det(formalism-3, this-2)
nsubj(successful-6, formalism-3)
aux(successful-6, has-4)
cop(successful-6, been-5)
advcl(is-16, successful-6)
prep(successful-6, for-7)
pcomp(for-7, simulating-8)
amod(aspects-10, many-9)
dobj(simulating-8, aspects-10)
prep(aspects-10, of-11)
amod(activity-13, neuronal-12)
pobj(of-11, activity-13)
punct(is-16, ,-14)
nsubj(is-16, it-15)
root(ROOT-0, is-16)
prep(is-16, of-17)
amod(use-19, less-18)
pobj(of-17, use-19)
prep(use-19, for-20)
pobj(for-20, models-21)
nsubj(explore-23, that-22)
rcmod(models-21, explore-23)
det(consequences-25, the-24)
dobj(explore-23, consequences-25)
prep(consequences-25, of-26)
det(localization-28, the-27)
pobj(of-26, localization-28)
prep(localization-28, of-29)
amod(channels-32, individual-30)
nn(channels-32, ion-31)
pobj(of-29, channels-32)
punct(is-16, ,-33)
prep(is-16, for-34)
pobj(for-34, example-35)
aux(evaluate-37, to-36)
infmod(example-35, evaluate-37)
det(effects-40, the-38)
amod(effects-40, macroscopic-39)
dobj(evaluate-37, effects-40)
prep(effects-40, of-41)
amod(range-43, short-42)
pobj(of-41, range-43)
dep(range-43, interactions-44)
prep(interactions-44, between-45)
nn(channels-47, ion-46)
pobj(between-45, channels-47)
cc(channels-47, and-48)
conj(channels-47, other-49)
partmod(other-49, signaling-50)
nn(CITATION-52, molecules-51)
dobj(signaling-50, CITATION-52)
punct(CITATION-52, ,-53)
cc(CITATION-52, or-54)
det(consequences-56, the-55)
conj(CITATION-52, consequences-56)
prep(consequences-56, of-57)
amod(distributions-60, spatially-58)
amod(distributions-60, heterogeneous-59)
pobj(of-57, distributions-60)
prep(distributions-60, of-61)
nn(channels-63, ion-62)
pobj(of-61, channels-63)
prep(consequences-56, within-64)
advmod(small-66, relatively-65)
amod(structures-68, small-66)
amod(structures-68, sub-cellular-67)
pobj(within-64, structures-68)
mwe(as-70, such-69)
prep(structures-68, as-70)
amod(spines-72, dendritic-71)
pobj(as-70, spines-72)
cc(spines-72, and-73)
nn(CITATION-76, axon-74)
nn(CITATION-76, terminals-75)
conj(spines-72, CITATION-76)
punct(CITATION-76, ,-77)
appos(CITATION-76, CITATION-78)
punct(is-16, .-79)

root(ROOT-0, Unlike-1)
nsubj(penalized-3, most-2)
pcomp(Unlike-1, penalized-3)
dobj(penalized-3, maximum-4)
dobj(maximum-4, likelihood-5)
dep(likelihood-5, variants-6)
punct(AIC-8, -LRB--7)
appos(variants-6, AIC-8)
punct(AIC-8, ,-9)
conj(AIC-8, BIC-10)
punct(AIC-8, ,-11)
dep(AIC-8, MDL-12)
punct(AIC-8, -RRB--13)
punct(variants-6, ,-14)
nsubj(depends-17, LoRP-15)
advmod(depends-17, only-16)
rcmod(variants-6, depends-17)
prep(depends-17, on-18)
det(functions-21, the-19)
nn(functions-21, regression-20)
pobj(on-18, functions-21)
cc(functions-21, and-22)
det(function-25, the-23)
nn(function-25, loss-24)
conj(functions-21, function-25)

nsubj(works-2, It-1)
root(ROOT-0, works-2)
prep(works-2, without-3)
det(model-7, a-4)
amod(model-7, stochastic-5)
nn(model-7, noise-6)
pobj(without-3, model-7)
punct(works-2, ,-8)
cc(works-2, and-9)
cop(applicable-12, is-10)
advmod(applicable-12, directly-11)
conj(works-2, applicable-12)
prep(applicable-12, to-13)
det(regressor-16, any-14)
amod(regressor-16, non-parametric-15)
pobj(to-13, regressor-16)
punct(regressor-16, ,-17)
prep(regressor-16, like-18)
pobj(like-18, kNN-19)

advmod(account-7, However-1)
punct(account-7, ,-2)
nsubj(account-7, they-3)
aux(account-7, do-4)
neg(account-7, not-5)
advmod(account-7, explicitly-6)
root(ROOT-0, account-7)
prep(account-7, for-8)
det(synthesis-10, the-9)
pobj(for-8, synthesis-10)
prep(synthesis-10, of-11)
pobj(of-11, macromolecules-12)
punct(account-7, .-13)

prep(requires-13, Unlike-1)
amod(approaches-4, more-2)
amod(approaches-4, traditional-3)
pobj(Unlike-1, approaches-4)
prep(approaches-4, to-5)
nn(metabolism-7, modeling-6)
pobj(to-5, metabolism-7)
punct(requires-13, ,-8)
det(approach-12, the-9)
amod(approach-12, constraint-based-10)
nn(approach-12, modeling-11)
nsubj(requires-13, approach-12)
root(ROOT-0, requires-13)
amod(CITATION-20, few-14)
punct(any-17, ,-15)
mark(any-17, if-16)
dep(CITATION-20, any-17)
punct(any-17, ,-18)
nn(CITATION-20, parameters-19)
dobj(requires-13, CITATION-20)
punct(CITATION-20, ,-21)
appos(CITATION-20, CITATION-22)
punct(requires-13, .-23)

det(models-2, These-1)
nsubjpass(tailored-5, models-2)
auxpass(tailored-5, are-3)
advmod(tailored-5, generally-4)
root(ROOT-0, tailored-5)
prep(tailored-5, to-6)
det(questions-8, the-7)
pobj(to-6, questions-8)
nsubj(address-10, they-9)
rcmod(questions-8, address-10)
xcomp(address-10, making-11)
nsubj(apply-16, it-12)
dep(apply-16, difficult-13)
aux(apply-16, to-14)
advmod(apply-16, readily-15)
xcomp(making-11, apply-16)
dobj(apply-16, them-17)
prep(apply-16, for-18)
amod(problems-20, modified-19)
pobj(for-18, problems-20)
punct(tailored-5, .-21)

det(models-2, These-1)
nsubjpass(tailored-5, models-2)
auxpass(tailored-5, are-3)
advmod(tailored-5, generally-4)
root(ROOT-0, tailored-5)
prep(tailored-5, to-6)
det(questions-8, the-7)
pobj(to-6, questions-8)
nsubj(address-10, they-9)
rcmod(questions-8, address-10)
xcomp(address-10, making-11)
nsubj(apply-16, it-12)
dep(apply-16, difficult-13)
aux(apply-16, to-14)
advmod(apply-16, readily-15)
xcomp(making-11, apply-16)
dobj(apply-16, them-17)
prep(apply-16, for-18)
amod(problems-20, modified-19)
pobj(for-18, problems-20)
punct(tailored-5, .-21)

nsubjpass(limited-3, They-1)
auxpass(limited-3, are-2)
root(ROOT-0, limited-3)
prep(limited-3, by-4)
pcomp(by-4, of-5)
nn(scales-10, order-6)
num(scales-10, 100-7)
nn(scales-10, ns-8)
nn(scales-10, time-9)
pobj(of-5, scales-10)
cc(limited-3, and-11)
advmod(limited-3, thus-12)
conj(limited-3, require-13)
xcomp(require-13, using-14)
advmod(constant-17, unrealistically-15)
amod(constant-17, large-16)
dobj(using-14, constant-17)
xcomp(constant-17, pulling-18)
dobj(pulling-18, speeds-19)
punct(limited-3, .-20)

det(model-3, No-1)
amod(model-3, computational-2)
nsubj(integrated-7, model-3)
aux(integrated-7, has-4)
advmod(integrated-7, thus-5)
advmod(integrated-7, far-6)
root(ROOT-0, integrated-7)
dobj(integrated-7, auto-8)
punct(auto-8, --9)
cc(auto-8, and-10)
conj(auto-8, hetero-11)
punct(auto-8, --12)
amod(learning-14, associative-13)
dep(auto-8, learning-14)
mark(generate-19, in-15)
dep(generate-19, order-16)
aux(generate-19, to-17)
advmod(generate-19, simultaneously-18)
dep(learning-14, generate-19)
preconj(bi-directional-21, both-20)
dobj(generate-19, bi-directional-21)
cc(bi-directional-21, and-22)
amod(connections-24, asymmetric-23)
conj(bi-directional-21, connections-24)
prep(bi-directional-21, between-25)
pobj(between-25, neurons-26)
nsubj(active-29, that-27)
cop(active-29, are-28)
rcmod(neurons-26, active-29)
prep(active-29, at-30)
det(phases-36, the-31)
amod(phases-36, same-32)
cc(same-32, and-33)
conj(same-32, successive-34)
nn(phases-36, theta-35)
pobj(at-30, phases-36)
advmod(phases-36, respectively-37)
partmod(phases-36, using-38)
det(rule-45, a-39)
amod(rule-45, single-40)
nn(rule-45, temporally-41)
amod(rule-45, asymmetric-42)
amod(rule-45, synaptic-43)
nn(rule-45, plasticity-44)
dobj(using-38, rule-45)
punct(integrated-7, .-46)

root(ROOT-0, textbf-1)
amod(textbf-1, new-2)
prep(new-2, as-3)
pcomp(as-3, compared-4)
pcomp(compared-4, to-5)
nn(NUMBER-10, version-6)
nn(NUMBER-10, NUMBER-7)
nn(NUMBER-10, NUMBER-8)
nn(NUMBER-10, august-9)
pobj(to-5, NUMBER-10)
prep(NUMBER-10, of-11)
det(report-13, this-12)
pobj(of-11, report-13)
det(assumption-15, the-14)
dep(relaxed-26, assumption-15)
prep(assumption-15, of-16)
nn(NUMBER-18, version-17)
pobj(of-16, NUMBER-18)
mark(finite-24, that-19)
det(space-22, the-20)
nn(space-22, outcome-21)
nsubj(finite-24, space-22)
cop(finite-24, is-23)
nsubjpass(relaxed-26, finite-24)
auxpass(relaxed-26, is-25)
dep(NUMBER-10, relaxed-26)
cc(relaxed-26, and-27)
advmod(assumed-32, now-28)
nsubjpass(assumed-32, it-29)
auxpass(assumed-32, is-30)
advmod(assumed-32, only-31)
conj(relaxed-26, assumed-32)
aux(compact-35, to-33)
cop(compact-35, be-34)
xcomp(assumed-32, compact-35)

root(ROOT-0, in-1)
det(case-3, the-2)
pobj(in-1, case-3)
advmod(finite-6, where-4)
cop(finite-6, is-5)
rcmod(case-3, finite-6)
nsubjpass(shown-9, it-7)
auxpass(shown-9, is-8)
ccomp(finite-6, shown-9)
mark(choose-13, that-10)
nsubj(choose-13, forecaster-11)
aux(choose-13, can-12)
ccomp(shown-9, choose-13)
poss(forecasts-16, his-14)
amod(forecasts-16, randomized-15)
nsubj(concentrated-17, forecasts-16)
ccomp(choose-13, concentrated-17)
prep(concentrated-17, on-18)
det(set-21, a-19)
amod(set-21, finite-20)
pobj(on-18, set-21)
prep(set-21, of-22)
pobj(of-22, cardinality-23)
prep(set-21, at-24)
pobj(at-24, most-25)

det(variety-3, the-1)
nn(variety-3, randomized-2)
nsubjpass(introduced-5, variety-3)
auxpass(introduced-5, was-4)
root(ROOT-0, introduced-5)
prep(introduced-5, in-6)
det(case-8, the-7)
pobj(in-6, case-8)
prep(case-8, of-9)
nn(mises-11, von-10)
pobj(of-9, mises-11)
nn(version-13, s-12)
dep(introduced-5, version-13)
prep(version-13, of-14)
det(approach-18, the-15)
nn(approach-18, game-16)
amod(approach-18, theoretic-17)
pobj(of-14, approach-18)
prep(version-13, to-19)
pobj(to-19, probability-20)
prep(version-13, by-21)
amod(CITATION-25, foster-22)
cc(foster-22, and-23)
conj(foster-22, vohra-24)
pobj(by-21, CITATION-25)
cc(CITATION-25, and-26)
advmod(developed-28, further-27)
conj(CITATION-25, developed-28)
prep(developed-28, by-29)
pcomp(by-29, among-30)
nn(CITATION-35, others-31)
nn(CITATION-35, sandroni-32)
nn(CITATION-35, et-33)
nn(CITATION-35, al-34)
pobj(among-30, CITATION-35)
det(papers-37, these-36)
nsubjpass(concerned-41, papers-37)
advmod(concerned-41, however-38)
auxpass(concerned-41, were-39)
advmod(concerned-41, only-40)
rcmod(version-13, concerned-41)
prep(concerned-41, with-42)
amod(calibration-44, asymptotic-43)
pobj(with-42, calibration-44)

amod(versions-3, non-1)
amod(versions-3, asymptotic-2)
nsubjpass(proposed-9, versions-3)
prep(versions-3, of-4)
det(variety-7, the-5)
amod(variety-7, randomized-6)
pobj(of-4, variety-7)
auxpass(proposed-9, were-8)
root(ROOT-0, proposed-9)
prep(proposed-9, by-10)
nn(CITATION-12, sandroni-11)
pobj(by-10, CITATION-12)
prep(proposed-9, based-13)
pcomp(based-13, on-14)
amod(measure-16, standard-15)
pobj(on-14, measure-16)
amod(probability-18, theoretic-17)
dep(measure-16, probability-18)
cc(probability-18, and-19)
conj(probability-18, vovk-20)
cc(probability-18, and-21)
nn(CITATION-23, shafer-22)
conj(probability-18, CITATION-23)
partmod(CITATION-23, based-24)
prep(based-24, on-25)
nn(probability-28, game-26)
amod(probability-28, theoretic-27)
pobj(on-25, probability-28)

nsubjpass(assumed-10, feelings-1)
prep(feelings-1, of-2)
pobj(of-2, anger-3)
prep(feelings-1, in-4)
pobj(in-4, response-5)
prep(response-5, to-6)
nn(violations-8, norm-7)
pobj(to-6, violations-8)
auxpass(assumed-10, are-9)
root(ROOT-0, assumed-10)
aux(motivate-12, to-11)
xcomp(assumed-10, motivate-12)
amod(sanctions-14, third-party-13)
dobj(motivate-12, sanctions-14)
punct(assumed-10, ,-15)
advmod(is-18, yet-16)
expl(is-18, there-17)
ccomp(assumed-10, is-18)
advmod(sparse-20, only-19)
amod(support-23, sparse-20)
cc(sparse-20, and-21)
conj(sparse-20, indirect-22)
nsubj(is-18, support-23)
prep(support-23, for-24)
det(idea-26, this-25)
pobj(for-24, idea-26)

nsubj(address-2, We-1)
root(ROOT-0, address-2)
num(shortcomings-5, three-3)
amod(shortcomings-5, fundamental-4)
dobj(address-2, shortcomings-5)
prep(shortcomings-5, of-6)
amod(analysis-9, standard-7)
nn(analysis-9, factor-8)
pobj(of-6, analysis-9)
dep(address-2, approaches-10)
dobj(approaches-10, CITATION-11)
punct(CITATION-11, :-12)
punct(1-14, -LRB--13)
dep(assume-19, 1-14)
punct(1-14, -RRB--15)
nsubj(assume-19, we-16)
aux(assume-19, do-17)
neg(assume-19, not-18)
dep(CITATION-11, assume-19)
det(number-22, a-20)
amod(number-22, known-21)
dobj(assume-19, number-22)
prep(number-22, of-23)
pobj(of-23, factors-24)
punct(address-2, ;-25)
punct(2-27, -LRB--26)
dep(assume-32, 2-27)
punct(2-27, -RRB--28)
nsubj(assume-32, we-29)
aux(assume-32, do-30)
neg(assume-32, not-31)
parataxis(address-2, assume-32)
nsubj(independent-35, factors-33)
cop(independent-35, are-34)
ccomp(assume-32, independent-35)
punct(address-2, ;-36)
punct(3-38, -LRB--37)
dep(assume-43, 3-38)
punct(3-38, -RRB--39)
nsubj(assume-43, we-40)
aux(assume-43, do-41)
neg(assume-43, not-42)
parataxis(address-2, assume-43)
det(features-45, all-44)
nsubj(relevant-47, features-45)
cop(relevant-47, are-46)
ccomp(assume-43, relevant-47)
prep(relevant-47, to-48)
det(analysis-51, the-49)
nn(analysis-51, factor-50)
pobj(to-48, analysis-51)

det(difference-3, a-1)
amod(difference-3, minor-2)
nsubj(is-4, difference-3)
root(ROOT-0, is-4)
mark(underdeveloped-14, that-5)
det(models-8, the-6)
amod(models-8, existing-7)
nsubj(underdeveloped-14, models-8)
prep(models-8, of-9)
amod(choice-11, intertemporal-10)
pobj(of-9, choice-11)
cop(underdeveloped-14, are-12)
advmod(underdeveloped-14, relatively-13)
ccomp(is-4, underdeveloped-14)
cc(underdeveloped-14, and-15)
cop(flexible-18, are-16)
advmod(flexible-18, less-17)
conj(underdeveloped-14, flexible-18)
prep(flexible-18, in-19)
pcomp(in-19, dealing-20)
prep(dealing-20, with-21)
amod(challenges-23, empirical-22)
pobj(with-21, challenges-23)

prep(research-4, for-1)
pobj(for-1, example-2)
punct(research-4, ,-3)
root(ROOT-0, research-4)
prep(research-4, on-5)
amod(decision-7, risky-6)
pobj(on-5, decision-7)
csubj(treat-11, making-8)
aux(treat-11, does-9)
neg(treat-11, not-10)
rcmod(decision-7, treat-11)
amod(choice-13, risky-12)
dobj(treat-11, choice-13)
prep(treat-11, as-14)
pcomp(as-14, limited-15)
prep(limited-15, to-16)
amod(gains-18, pure-17)
pobj(to-16, gains-18)
cc(gains-18, or-19)
amod(losses-21, pure-20)
conj(gains-18, losses-21)
cc(research-4, but-22)
aux(extended-25, has-23)
auxpass(extended-25, been-24)
conj(research-4, extended-25)
aux(include-27, to-26)
xcomp(extended-25, include-27)
amod(outcomes-29, mixed-28)
dobj(include-27, outcomes-29)
partmod(outcomes-29, involving-30)
preconj(gains-32, both-31)
dobj(involving-30, gains-32)
cc(gains-32, and-33)
conj(gains-32, losses-34)

nsubj(include-2, examples-1)
root(ROOT-0, include-2)
det(CITATION-7, the-3)
amod(CITATION-7, sign-dependent-4)
nn(CITATION-7, utility-5)
nn(CITATION-7, model-6)
dobj(include-2, CITATION-7)
punct(CITATION-7, ,-8)
det(rank-10, the-9)
appos(CITATION-7, rank-10)
punct(rank-10, --11)
cc(rank-10, and-12)
nn(CITATION-16, sign-dependent-13)
nn(CITATION-16, utility-14)
nn(CITATION-16, model-15)
conj(rank-10, CITATION-16)
punct(CITATION-7, ,-17)
cc(CITATION-7, and-18)
det(transfer-20, the-19)
conj(CITATION-7, transfer-20)
prep(transfer-20, of-21)
nn(model-24, attention-22)
nn(model-24, exchange-23)
pobj(of-21, model-24)
dep(transfer-20, CITATION-25)

nsubjpass(limited-3, They-1)
auxpass(limited-3, are-2)
root(ROOT-0, limited-3)
prep(limited-3, by-4)
pcomp(by-4, of-5)
nn(scales-10, order-6)
num(scales-10, 100-7)
nn(scales-10, ns-8)
nn(scales-10, time-9)
pobj(of-5, scales-10)
cc(limited-3, and-11)
advmod(limited-3, thus-12)
conj(limited-3, require-13)
xcomp(require-13, using-14)
advmod(constant-17, unrealistically-15)
amod(constant-17, large-16)
dobj(using-14, constant-17)
xcomp(constant-17, pulling-18)
dobj(pulling-18, speeds-19)
punct(limited-3, .-20)

nsubj(address-9, All-1)
prep(All-1, of-2)
det(studies-8, the-3)
amod(studies-8, experimental-4)
cc(experimental-4, and-5)
conj(experimental-4, all-atom-6)
amod(studies-8, simulational-7)
pobj(of-2, studies-8)
root(ROOT-0, address-9)
advmod(fraction-13, merely-10)
det(fraction-13, a-11)
amod(fraction-13, tiny-12)
dobj(address-9, fraction-13)
prep(fraction-13, of-14)
pobj(of-14, proteins-15)
nsubjpass(stored-18, that-16)
auxpass(stored-18, are-17)
rcmod(proteins-15, stored-18)
prep(stored-18, in-19)
det(CITATION-24, the-20)
nn(CITATION-24, Protein-21)
nn(CITATION-24, Data-22)
nn(CITATION-24, Bank-23)
pobj(in-19, CITATION-24)
punct(address-9, .-25)

det(surveys-3, The-1)
amod(surveys-3, previous-2)
nsubj(relate-6, surveys-3)
aux(relate-6, did-4)
neg(relate-6, not-5)
root(ROOT-0, relate-6)
prep(relate-6, to-7)
det(scheme-10, the-8)
nn(scheme-10, SCOP-9)
pobj(to-7, scheme-10)
punct(relate-6, .-11)

expl(is-2, There-1)
root(ROOT-0, is-2)
punct(is-2, ,-3)
advmod(is-2, however-4)
punct(is-2, ,-5)
amod(information-7, missing-6)
nsubj(is-2, information-7)
prep(information-7, about-8)
advmod(individual-10, how-9)
amod(molecule-12, individual-10)
nn(molecule-12, lipid-11)
pobj(about-8, molecule-12)
partmod(molecule-12, involving-13)
prep(involving-13, in-14)
det(process-18, the-15)
nn(process-18, peptide-16)
nn(process-18, aggregation-17)
pobj(in-14, process-18)
punct(is-2, .-19)

mark(applied-6, Although-1)
nsubjpass(applied-6, rIAPP-2)
aux(applied-6, has-3)
auxpass(applied-6, been-4)
advmod(applied-6, intensively-5)
advcl(crystal-34, applied-6)
prep(applied-6, in-7)
amod(research-9, experimental-8)
pobj(in-7, research-9)
partmod(research-9, acting-10)
prep(acting-10, as-11)
det(inhibitor-15, a-12)
amod(inhibitor-15, potential-13)
nn(inhibitor-15, peptide-14)
pobj(as-11, inhibitor-15)
prep(inhibitor-15, for-16)
nn(CITATION-19, peptide-17)
nn(CITATION-19, aggregation-18)
pobj(for-16, CITATION-19)
punct(CITATION-19, ,-20)
appos(CITATION-19, CITATION-21)
punct(CITATION-19, ,-22)
det(mechanism-25, the-23)
amod(mechanism-25, molecular-24)
dobj(acting-10, mechanism-25)
prep(mechanism-25, of-26)
poss(resistance-28, its-27)
pobj(of-26, resistance-28)
prep(acting-10, to-29)
pobj(to-29, amyloid-30)
cop(crystal-34, is-31)
advmod(crystal-34, still-32)
neg(crystal-34, not-33)
root(ROOT-0, crystal-34)
amod(crystal-34, clear-35)
punct(crystal-34, .-36)

advmod(available-5, Currently-1)
punct(available-5, ,-2)
det(methods-4, the-3)
nsubj(available-5, methods-4)
dep(limited-18, available-5)
prep(available-5, for-6)
pcomp(for-6, expanding-7)
det(list-9, the-8)
dobj(expanding-7, list-9)
prep(list-9, of-10)
amod(regulators-12, known-11)
pobj(of-10, regulators-12)
cc(regulators-12, and-13)
poss(sequences-16, their-14)
nn(sequences-16, target-15)
conj(regulators-12, sequences-16)
auxpass(limited-18, are-17)
root(ROOT-0, limited-18)
punct(limited-18, ,-19)
cc(limited-18, and-20)
det(development-22, the-21)
nsubj(is-26, development-22)
prep(development-22, of-23)
det(catalog-25, this-24)
pobj(of-23, catalog-25)
conj(limited-18, is-26)
prep(is-26, in-27)
det(stage-30, the-28)
amod(stage-30, early-29)
pobj(in-27, stage-30)
dep(stage-30, CITATION-31)
punct(limited-18, .-32)

mark(invaluable-6, Although-1)
nn(libraries-3, cDNA-2)
nsubj(invaluable-6, libraries-3)
aux(invaluable-6, have-4)
cop(invaluable-6, been-5)
advcl(difficult-18, invaluable-6)
prep(invaluable-6, for-7)
pcomp(for-7, discovering-8)
amod(features-10, general-9)
dobj(discovering-8, features-10)
prep(features-10, of-11)
advmod(spliced-13, alternatively-12)
amod(exons-14, spliced-13)
pobj(of-11, exons-14)
punct(difficult-18, ,-15)
nsubj(difficult-18, it-16)
cop(difficult-18, is-17)
root(ROOT-0, difficult-18)
aux(connect-20, to-19)
xcomp(difficult-18, connect-20)
amod(sequences-23, specific-21)
amod(sequences-23, regulatory-22)
dobj(connect-20, sequences-23)
prep(connect-20, to-24)
amod(conditions-27, specific-25)
amod(conditions-27, biological-26)
pobj(to-24, conditions-27)
prep(connect-20, with-28)
pobj(with-28, confidence-29)
amod(confidence-29, due-30)
prep(due-30, to-31)
amod(information-36, variable-32)
cc(variable-32, and-33)
advmod(missing-35, sometimes-34)
conj(variable-32, missing-35)
pobj(to-31, information-36)
prep(information-36, about-37)
det(materials-40, the-38)
nn(materials-40, source-39)
pobj(about-37, materials-40)
cc(materials-40, and-41)
conj(materials-40, methods-42)
prep(materials-40, of-43)
nn(construction-46, cDNA-44)
nn(construction-46, library-45)
pobj(of-43, construction-46)
punct(difficult-18, .-47)

det(number-4, The-1)
advmod(low-3, relatively-2)
amod(number-4, low-3)
nsubj(makes-13, number-4)
prep(number-4, of-5)
pobj(of-5, transcripts-6)
amod(transcripts-6, present-7)
prep(number-4, from-8)
det(gene-11, any-9)
num(gene-11, one-10)
pobj(from-8, gene-11)
advmod(makes-13, also-12)
root(ROOT-0, makes-13)
nsubj(estimate-17, it-14)
